pmid,has_online_dataset,pmid_found_in_dbs,ochsner_found_any_data,ochsner_found_geo_data,ochsner_found_arrayexpress_data,ochsner_found_smd_data,ochsner_data_ids,pubmed_is_humans,pubmed_is_animals,pubmed_is_mice,pubmed_is_fungi,pubmed_is_bacteria,pubmed_is_plants,pubmed_is_viruses,pubmed_is_cultured_cells,pubmed_is_cancer,pubmed_date_published,approx_date_published,pubmed_authors,pubmed_journal,pubmed_number_times_cited_in_pmc,impact_factor,discipline_journal,accession,in_centralized_db,data_available,pmids_from_links,pmids_from_links_in_ochsner_set,centralized_link_to_ochsner_pmid,if_no_link_then_what,dataset_in_ochsner,pmid_from_ochsner,pmid_from_links_or_ochsner,release_date,submission_date,submitter,contributors,species,number_samples,array_design,in_arrayexpress,in_geo,ochsner_journal,ochsner_other,journal_policy_requires
17334370,1,1,1,1,0,0,"GSE4115,http://pulm.bumc.bu.edu/CancerDx",1,0,0,0,0,0,0,0,1,2007 Mar,3/1/07,"Spira A, Beane JE, Shah V, Steiling K, Liu G, Schembri F, Gilman S, Dumas YM, Calner P, Sebastiani P, Sridhar S, Beamis J, Lamb C, Anderson T, Gerry N, Keane J, Lenburg ME, Brody JS",Nat Med,4,26.382,1,GSE4115,1,1,[u'17334370'],[u'17334370'],1,,TRUE,['17334370'],17334370,27-Feb-06,29-Jan-06,Avrum Spira,None,Homo sapiens,192,GPL96: [HG-U133A] Affymetrix Human Genome U133A Array,0,1,0,1,1
17332525,1,1,1,1,0,0,GSE5131,0,1,0,0,0,0,0,0,0,2007 Mar,3/1/07,"Xia W, Mruk DD, Lee WM, Cheng CY",J Endocrinol,0,2.636,1,GSE5131,1,1,[u'17332525'],[u'17332525'],1,,TRUE,['17332525'],17332525,7-Jul-06,22-Jun-06,Weiliang Xia,Xia W,Rattus norvegicus,8,GPL1355: [Rat230_2] Affymetrix Rat Genome 230 2.0 Array,1,1,0,0,0
17242213,1,1,1,1,0,0,GSE5310,1,1,0,0,0,0,0,1,0,2007 Mar,3/1/07,"Jewell CM, Bienstock RJ, Collins JB, Cidlowski JA",Mol Cell Biol,2,6.42,1,GSE5310,1,1,[u'17242213'],[u'17242213'],1,,TRUE,['17242213'],17242213,2-Mar-07,14-Jul-06,NIEHS Microarray Core,Lewis-Tuffin LJ,Homo sapiens,24,GPL887: Agilent-012097 Human 1A Microarray (V2) G4110B (Feature Number version),1,1,0,0,1
17205981,1,1,1,1,0,0,GSE5348,1,1,1,0,0,0,0,0,0,2007 Mar 16,3/1/07,"Huster D, Purnat TD, Burkhead JL, Ralle M, Fiehn O, Stuckert F, Olson NE, Teupser D, Lutsenko S",J Biol Chem,1,5.581,1,GSE5348,1,1,[u'17205981'],[u'17205981'],1,,TRUE,['17205981'],17205981,19-Dec-06,19-Jul-06,Svetlana Lutsenko,Lutsenko S,Mus musculus,6,GPL339: [MOE430A] Affymetrix Mouse Expression 430A Array,1,1,0,0,1
17227774,1,1,1,1,0,0,GSE5767,0,1,0,0,1,0,0,0,1,2007 Mar 23,3/1/07,"Pal S, St Leger RJ, Wu LP",J Biol Chem,2,5.581,1,GSE5767,1,1,[u'17227774'],[u'17227774'],1,,TRUE,['17227774'],17227774,10-Feb-07,5-Sep-06,Subhamoy Pal,None,Drosophila melanogaster,3,GPL4064: UMBI_Drosophila_1440_1,0,1,0,0,1
17339457,1,0,1,1,0,0,GSE5907,0,1,1,0,0,0,0,1,0,2007 Mar 15,3/1/07,"Cuesta N, Nhu QM, Zudaire E, Polumuri S, Cuttitta F, Vogel SN",J Immunol,0,6.068,1,GSE5907,1,1,,,0,no_citation,TRUE,['17339457'],17339457,1-Sep-07,25-Sep-06,Enrique Zudaire,None,Mus musculus,6,GPL1529: NCI/LMT Mm_FCRF_UniGEM2,0,1,0,0,1
17105821,1,1,1,1,0,0,GSE6269,1,0,0,0,0,0,0,0,1,2007 Mar 1,3/1/07,"Ramilo O, Allman W, Chung W, Mejias A, Ardura M, Glaser C, Wittkowski KM, Piqueras B, Banchereau J, Palucka AK, Chaussabel D",Blood,11,10.896,1,GSE6269,1,1,[u'17105821'],[u'17105821'],1,,TRUE,['17105821'],17105821,16-Mar-07,13-Nov-06,Damien Chaussabel,None,Homo sapiens,143,GPL96: [HG-U133A] Affymetrix Human Genome U133A Array,1,1,0,0,1
17242205,1,1,1,1,0,0,GSE6838,1,0,0,0,0,0,0,1,1,2007 Mar,3/1/07,"Linsley PS, Schelter J, Burchard J, Kibukawa M, Martin MM, Bartz SR, Johnson JM, Cummins JM, Raymond CK, Dai H, Chau N, Cleary M, Jackson AL, Carleton M, Lim L",Mol Cell Biol,19,6.42,1,GSE6838,1,1,[u'17242205'],[u'17242205'],1,,TRUE,['17242205'],17242205,1-Feb-07,22-Jan-07,Julja Burchard,Linsley PS,Homo sapiens,71,GPL3991: Human 3.0 A1,0,1,0,0,1
17360536,1,1,1,1,0,0,GSE7032,0,1,1,0,0,0,0,0,0,2007 Mar 13,3/1/07,"Timmons JA, Wennmalm K, Larsson O, Walden TB, Lassmann T, Petrovic N, Hamilton DL, Gimeno RE, Wahlestedt C, Baar K, Nedergaard J, Cannon B",Proc Natl Acad Sci U S A,8,9.598,0,GSE7032,1,1,[u'17360536'],[u'17360536'],1,,TRUE,['17360536'],17360536,31-May-07,14-Feb-07,Ola Larsson,Larsson O,Mus musculus,24,GPL81: [MG_U74Av2] Affymetrix Murine Genome U74 Version 2 Array,1,1,0,0,1
17110422,0,,0,0,0,0,,0,1,1,0,0,0,0,1,1,2007 Mar,3/1/07,"Han L, Dias Figueiredo M, Berghorn KA, Iwata TN, Welsh IC, Wang W, Lin DM, Roberson MS",Endocrinology,2,5.045,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17138655,0,,0,0,0,0,,0,1,1,0,0,0,0,1,0,2007 Mar,3/1/07,"Demers A, Ong H, Tremblay A",Endocrinology,1,5.045,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17170073,0,,0,0,0,0,,0,1,1,0,0,0,0,1,1,2007 Mar,3/1/07,"zur Nieden NI, Price FD, Davis LA, Everitt RE, Rancourt DE",Mol Endocrinol,0,5.337,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17209051,0,,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Mar 9,3/1/07,"Li Y, Zeng SX, Landais I, Lu H",J Biol Chem,0,5.581,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17215245,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,2007 Mar 9,3/1/07,"Milgrom E, Diab H, Middleton F, Kane PM",J Biol Chem,0,5.581,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17312182,0,,0,0,0,0,,1,0,0,0,0,0,0,0,1,2007 Mar 1,3/1/07,"Condomines M, Hose D, Raynaud P, Hundemer M, De Vos J, Baudard M, Moehler T, Pantesco V, Moos M, Schved JF, Rossi JF, Goldschmidt H, Klein B",J Immunol,0,6.068,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17178835,0,,0,0,0,0,,0,1,1,0,0,0,1,1,1,2007 Mar,3/1/07,"Jiang SX, Sheldrick M, Desbois A, Slinn J, Hou ST",Mol Cell Biol,0,6.42,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17332365,0,,0,0,0,0,,1,1,1,0,0,0,0,1,1,2007 Mar 1,3/1/07,"Zeng Y, Huebener N, Fest S, Weixler S, Schroeder U, Gaedicke G, Xiang R, Schramm A, Eggert A, Reisfeld RA, Lode HN",Cancer Res,0,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17363560,0,,0,0,0,0,,1,1,1,0,0,0,0,0,1,2007 Mar 15,3/1/07,"Matthews CP, Birkholz AM, Baker AR, Perella CM, Beck GR Jr, Young MR, Colburn NH",Cancer Res,1,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17363561,0,,0,0,0,0,,1,1,1,0,0,0,0,0,1,2007 Mar 15,3/1/07,"Qi CF, Zhou JX, Lee CH, Naghashfar Z, Xiang S, Kovalchuk AL, Fredrickson TN, Hartley JW, Roopenian DC, Davidson WF, Janz S, Morse HC 3rd",Cancer Res,0,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17372210,0,,0,0,0,0,,1,1,1,0,0,0,0,0,1,2007 Mar 27,3/1/07,"Chen CD, Shi T, Horvath S, Nelson SF, Reichardt JK, Sawyers CL",Proc Natl Acad Sci U S A,6,9.598,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17372224,0,,0,0,0,0,,0,0,0,0,1,0,0,0,0,2007 Mar 27,3/1/07,"Wang JD, Berkmen MB, Grossman AD",Proc Natl Acad Sci U S A,2,9.598,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17068156,0,,0,0,0,0,,1,0,0,0,0,0,1,1,1,2007 Mar 1,3/1/07,"Fakruddin JM, Lempicki RA, Gorelick RJ, Yang J, Adelsberger JW, Pinto LA, Lane HC, Imamichi T",Blood,0,10.896,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17095626,0,,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Mar 15,3/1/07,"Diakos C, Krapf G, Gerner C, Inthal A, Lemberger C, Ban J, Dohnal AM",Blood,1,10.896,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17371987,1,1,1,0,1,0,E-MEXP-763,1,0,0,0,0,0,0,1,0,2007 Apr 1,4/1/07,"Vermijlen D, Ellis P, Langford C, Klein A, Engel R, Willimann K, Jomaa H, Hayday AC, Eberl M",J Immunol,2,6.068,1,E-MEXP-763,1,1,['17371987'],['17371987'],1,,TRUE,['17371987'],17371987,7/4/06,None,David Vermijlen,David Vermijlen,Homo sapiens,3,"A-MEXP-210: Sanger Institute H. sapiens 15K array, Hver2.1.1",1,0,0,0,1
17371987,1,1,1,0,1,0,E-MEXP-763,1,0,0,0,0,0,0,1,0,2007 Apr 1,4/1/07,"Vermijlen D, Ellis P, Langford C, Klein A, Engel R, Willimann K, Jomaa H, Hayday AC, Eberl M",J Immunol,2,6.068,1,E-MEXP-764,1,1,['17371987'],['17371987'],1,,FALSE,,17371987,8/17/06,None,Chun Shi,Chun Shi,Zea mays,8,A-MEXP-87: IOWA Schnable lab-maize-11439,1,0,0,0,1
17389372,1,1,1,0,0,1,SMD-Experiment-Set-No_3978,0,1,1,0,1,0,0,1,0,2007 Apr 3,4/1/07,"Weiss DS, Brotcke A, Henry T, Margolis JJ, Chan K, Monack DM",Proc Natl Acad Sci U S A,12,9.598,0,E-SMDB-3978,1,1,['17389372'],['17389372'],1,,FALSE,,17389372,5/1/07,None,David Weiss,David Weiss,Francisella tularensis,26,A-SMDB-1115:  SMD Francisella tularensis  Array CPH,1,0,0,0,1
17400755,1,1,1,0,1,0,E-MEXP-558,0,1,1,0,0,0,0,0,0,2007 Apr 10,4/1/07,"Regnault B, Cayet N, Caille D, Demuth K, Hardelin JP, Janel N, Meda P, Petit C",Proc Natl Acad Sci U S A,3,9.598,0,E-MEXP-558,1,1,['17400755'],['17400755'],1,,TRUE,['17400755'],17400755,2/14/06,None,Beatrice Regnault,Beatrice Regnault,Mus musculus,6,A-AFFY-36: Affymetrix GeneChip  Mouse Genome 430A 2.0 [Mouse430A_2],1,0,0,0,1
17170127,1,1,1,0,1,0,E-TABM-133,1,0,0,0,0,0,0,1,0,2007 Apr 15,4/1/07,"Raslova H, Kauffmann A, Ripoche H, Larbret F, Robert T, Le Roux DT, Kroemer G, Debili N, Dessen P, Lazar V, Vainchenker W",Blood,2,10.896,1,E-TABM-133,1,1,['17170127'],['17170127'],1,,TRUE,['17170127'],17170127,8/22/06,None,Philippe Dessen,Philippe Dessen,Homo sapiens,4,A-AGIL-11: Agilent Whole Human Genome Oligo Microarray 012391 G4112A,1,0,0,0,1
17434133,1,1,1,0,1,0,E-TABM-220,0,0,0,1,0,0,0,0,0,2007 Apr 13,4/1/07,"Lackner DH, Beilharz TH, Marguerat S, Mata J, Watt S, Schubert F, Preiss T",Mol Cell,5,13.156,0,E-TABM-217,1,1,['17434133'],['17434133'],1,,FALSE,,17434133,3/16/07,None,Daniel Lackner,Daniel Lackner,Schizosaccharomyces pombe,2,A-MEXP-585: Sanger Institute S. pombe array 3.1.1 template 6.3,1,0,0,0,1
17434133,1,1,1,0,1,0,E-TABM-220,0,0,0,1,0,0,0,0,0,2007 Apr 13,4/1/07,"Lackner DH, Beilharz TH, Marguerat S, Mata J, Watt S, Schubert F, Preiss T",Mol Cell,5,13.156,0,E-TABM-218,1,1,['17434133'],['17434133'],1,,FALSE,,17434133,3/20/07,None,Daniel Lackner,Daniel Lackner,Schizosaccharomyces pombe,3,A-MEXP-584: Sanger Institute S. pombe array 3.1.1 template 6.2,1,0,0,0,1
17434133,1,1,1,0,1,0,E-TABM-220,0,0,0,1,0,0,0,0,0,2007 Apr 13,4/1/07,"Lackner DH, Beilharz TH, Marguerat S, Mata J, Watt S, Schubert F, Preiss T",Mol Cell,5,13.156,0,E-TABM-219,1,1,['17434133'],['17434133'],1,,FALSE,,17434133,3/16/07,None,Daniel Lackner,Daniel Lackner,Schizosaccharomyces pombe,2,A-MEXP-531: Sanger Institute S. pombe array 3.1.1 template 5.7,1,0,0,0,1
17434133,1,1,1,0,1,0,E-TABM-220,0,0,0,1,0,0,0,0,0,2007 Apr 13,4/1/07,"Lackner DH, Beilharz TH, Marguerat S, Mata J, Watt S, Schubert F, Preiss T",Mol Cell,5,13.156,0,E-TABM-220,1,1,['17434133'],['17434133'],1,,TRUE,['17434133'],17434133,3/19/07,None,Daniel Lackner,Daniel Lackner,Schizosaccharomyces pombe,2,A-AFFY-47: Affymetrix GeneChip  Yeast Genome 2.0 Array [Yeast_2],1,0,0,0,1
17434133,1,1,1,0,1,0,E-TABM-220,0,0,0,1,0,0,0,0,0,2007 Apr 13,4/1/07,"Lackner DH, Beilharz TH, Marguerat S, Mata J, Watt S, Schubert F, Preiss T",Mol Cell,5,13.156,0,E-TABM-222,1,1,['17434133'],['17434133'],1,,FALSE,,17434133,3/6/07,None,Daniel Lackner,Daniel Lackner,Schizosaccharomyces pombe,4,A-MEXP-585: Sanger Institute S. pombe array 3.1.1 template 6.3,1,0,0,0,1
17293870,1,1,1,0,1,0,E-MEXP-982,1,1,1,0,0,0,0,1,0,2007 Apr,4/1/07,"Ludwiczek S, Theurl I, Muckenthaler MU, Jakab M, Mair SM, Theurl M, Kiss J, Paulmichl M, Hentze MW, Ritter M, Weiss G",Nat Med,1,26.382,1,E-MEXP-982,1,1,['17293870'],['17293870'],1,,TRUE,['17293870'],17293870,2/5/07,None,martina muckenthaler,martina muckenthaler,Mus musculus,6,A-MEXP-649: EMBL Mus musculus IronChip 0.5k v7,1,0,0,0,1
17409432,1,0,1,0,0,0,http://www.crukdmf.icr.ac.uk/array/21/21.html,1,0,0,0,0,0,0,1,1,2007 Apr 1,4/1/07,"Maloney A, Clarke PA, Stein R, Koopman JO, Akpan A, Yang A, Zvelebil M, Cramer R, Stimson L, Aherne W, Banerji U, Judson I, Sharp S, Powers M, deBilly E, Salmons J, Walton M, Burlingame A, Waterfield M, Workman P",Cancer Res,3,7.672,1,,0,1,,,0,,,,,,,,,Homo sapiens,,Other,0,0,0,1,1
17371979,1,1,1,1,0,0,GSE5355,0,1,1,0,0,0,0,0,0,2007 Apr 1,4/1/07,"Denning TL, Granger SW, Mucida D, Graddy R, Leclercq G, Zhang W, Honey K, Rasmussen JP, Cheroutre H, Rudensky AY, Kronenberg M",J Immunol,1,6.068,1,GSE5355,1,1,[u'17371979'],[u'17371979'],1,,TRUE,['17371979'],17371979,3-Apr-07,19-Jul-06,Steve  W. Granger,Denning TL,Mus musculus,6,GPL81: [MG_U74Av2] Affymetrix Murine Genome U74 Version 2 Array,1,1,0,0,1
17242199,1,1,1,1,0,0,GSE5510,0,1,1,0,0,0,0,0,0,2007 Apr,4/1/07,"Cheng Y, Buffone MG, Kouadio M, Goodheart M, Page DC, Gerton GL, Davidson I, Wang PJ",Mol Cell Biol,2,6.42,1,GSE5510,1,1,[u'17242199'],[u'17242199'],1,,TRUE,['17242199'],17242199,9-Aug-07,11-Aug-06,Jeremy Wang,Cheng Y,Mus musculus,4,GPL1261: [Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array,1,1,0,0,1
17404290,1,1,1,1,0,0,GSE5678,1,0,0,0,0,0,0,0,1,2007 Apr 15,4/1/07,"Fernald GH, Knott S, Pachner A, Caillier SJ, Narayan K, Oksenberg JR, Mousavi P, Baranzini SE",J Immunol,0,6.068,1,GSE5678,1,1,[u'17404290'],[u'17404290'],1,,TRUE,['17404290'],17404290,18-Apr-07,31-Aug-06,Sergio Baranzini,Fernald GH,Homo sapiens,130,GPL4228: UCSF Gladstone Genomics Core Human 21k Oligo array (2003),0,1,0,0,1
17283056,1,1,1,1,0,0,GSE5872,0,1,0,0,0,0,0,0,0,2007 Apr,4/1/07,"Gabut M, Dejardin J, Tazi J, Soret J",Mol Cell Biol,1,6.42,1,GSE5872,1,1,[u'17283056'],[u'17283056'],1,,TRUE,['17283056'],17283056,1-Feb-07,19-Sep-06,johann Soret,None,Drosophila melanogaster,12,GPL4275: MLRG_Droso_15K_V1.1,0,1,0,0,1
17264171,1,1,1,1,0,0,GSE6011,1,1,1,0,0,0,0,0,1,2007 Apr,4/1/07,"Pescatori M, Broccolini A, Minetti C, Bertini E, Bruno C, Bernardini C, Mirabella M, Silvestri G, Giglio V, Modoni A, Pedemonte M, Tasca G, Galluzzi G, Mercuri E, Tonali PA, Ricci E",FASEB J,1,6.791,0,GSE6011,1,1,[u'17264171'],[u'17264171'],1,,TRUE,['17264171'],17264171,25-Dec-06,10-Oct-06,Mario Pescatori,Pescatori M,Homo sapiens,37,GPL96: [HG-U133A] Affymetrix Human Genome U133A Array,1,1,0,0,0
17426146,1,0,1,1,0,0,GSE6412,1,1,1,0,0,0,0,0,0,2007 Apr 17,4/1/07,"Li X, Wang XJ, Tannenhauser J, Podell S, Mukherjee P, Hertel M, Biane J, Masuda S, Nottebohm F, Gaasterland T",Proc Natl Acad Sci U S A,3,9.598,0,GSE6412,1,1,,,0,no_citation,TRUE,['17426146'],17426146,6-Dec-06,1-Dec-06,XiaoChing Li,Li X,Serinus canaria,24,GPL4526: Zebra finch brain cDNA microarray (v1),0,1,0,0,1
17389363,1,1,1,1,0,0,GSE6578,0,1,1,0,0,0,0,0,0,2007 Apr 3,4/1/07,"Lunzer MM, Yekkirala A, Hebbel RP, Portoghese PS",Proc Natl Acad Sci U S A,0,9.598,0,GSE6578,1,1,[u'17389363'],[u'17389363'],1,,TRUE,['17389363'],17389363,14-Mar-07,20-Dec-06,Ajay Yekkirala,Yekkirala A,Mus musculus,6,GPL4464: UMN Mouse 11K V 11_22_04 BMAP,0,1,0,0,1
17405863,1,1,1,1,0,0,"GSE6697,GSE6698",0,1,1,0,0,0,0,1,0,2007 Apr 10,4/1/07,"Kenzelmann M, Maertens S, Hergenhahn M, Kueffer S, Li L, Wang S, Ittrich C, Lemberger T, Arribas R, Jonnakuty S, Hollstein MC, Schmid W, Gretz N",Proc Natl Acad Sci U S A,2,9.598,0,GSE6697,1,1,[u'17405863'],[u'17405863'],1,,TRUE,['17405863'],17405863,16-Jan-07,10-Jan-07,Marc Kenzelmann,Kenzelmann M,Mus musculus,23,GPL81: [MG_U74Av2] Affymetrix Murine Genome U74 Version 2 Array,1,1,0,0,1
17405863,1,1,1,1,0,0,"GSE6697,GSE6698",0,1,1,0,0,0,0,1,0,2007 Apr 10,4/1/07,"Kenzelmann M, Maertens S, Hergenhahn M, Kueffer S, Li L, Wang S, Ittrich C, Lemberger T, Arribas R, Jonnakuty S, Hollstein MC, Schmid W, Gretz N",Proc Natl Acad Sci U S A,2,9.598,0,GSE6698,1,1,[u'17405863'],[u'17405863'],1,,TRUE,['17405863'],17405863,16-Jan-07,10-Jan-07,Marc Kenzelmann,Kenzelmann M,Mus musculus,10,GPL339: [MOE430A] Affymetrix Mouse Expression 430A Array,1,1,0,0,1
17351622,1,1,1,1,0,0,GSE6807,1,1,0,0,0,0,0,0,0,2007 Apr,4/1/07,"Kittler R, Surendranath V, Heninger AK, Slabicki M, Theis M, Putz G, Franke K, Caldarelli A, Grabner H, Kozak K, Wagner J, Rees E, Korn B, Frenzel C, Sachse C, Guo J, Schelter J, Burchard J, Linsley PS, Jackson AL, Habermann B, Buchholz F",Nat Methods,4,15.478,0,GSE6807,1,1,[u'17351622'],[u'17351622'],1,,TRUE,['17351622'],17351622,10-Apr-07,19-Jan-07,Aimee Jackson,Kittler R,Homo sapiens,80,GPL3991: Human 3.0 A1,0,1,0,0,1
17404298,1,1,1,0,0,1,SMD-Experiment-Set-No_3827,1,1,0,0,0,0,0,0,0,2007 Apr 15,4/1/07,"Kim SK, Fouts AE, Boothroyd JC",J Immunol,5,6.068,1,GSE8521,1,1,[u'17404298'],[u'17404298'],1,,FALSE,,17404298,19-Jul-07,18-Jul-07,None,Kim S,Homo sapiens,16,GPL5620: SHGS,0,1,0,1,1
17185464,1,1,1,1,0,0,GSE9782,1,0,0,0,0,0,0,0,1,2007 Apr 15,4/1/07,"Mulligan G, Mitsiades C, Bryant B, Zhan F, Chng WJ, Roels S, Koenig E, Fergus A, Huang Y, Richardson P, Trepicchio WL, Broyl A, Sonneveld P, Shaughnessy JD Jr, Bergsagel PL, Schenkein D, Esseltine DL, Boral A, Anderson KC",Blood,2,10.896,1,GSE9782,1,1,[u'17185464'],[u'17185464'],1,,TRUE,['17185464'],17185464,6-Dec-07,4-Dec-07,George  Mulligan,Bryant B,Homo sapiens,528,GPL96: [HG-U133A] Affymetrix Human Genome U133A Array,1,1,0,0,1
17400805,0,,0,0,0,0,,0,1,0,0,0,0,0,0,0,2007 Apr,4/1/07,"Nilsson O, Parker EA, Hegde A, Chau M, Barnes KM, Baron J",J Endocrinol,0,2.636,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17234707,0,,0,0,0,0,,1,1,1,0,0,0,0,1,1,2007 Apr,4/1/07,"Mitsutake N, Iwao A, Nagai K, Namba H, Ohtsuru A, Saenko V, Yamashita S",Endocrinology,5,5.045,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17234708,0,,0,0,0,0,,0,1,0,0,0,0,0,1,0,2007 Apr,4/1/07,,Endocrinology,1,5.045,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17244764,0,,0,0,0,0,,0,1,1,0,0,0,0,0,0,2007 Apr,4/1/07,"Eacker SM, Shima JE, Connolly CM, Sharma M, Holdcraft RW, Griswold MD, Braun RE",Mol Endocrinol,1,5.337,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17372002,0,,0,0,0,0,,1,1,1,0,1,0,0,1,1,2007 Apr 1,4/1/07,"Butchar JP, Rajaram MV, Ganesan LP, Parsa KV, Clay CD, Schlesinger LS, Tridandapani S",J Immunol,2,6.068,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17372017,0,,0,0,0,0,,1,0,0,0,0,0,0,0,1,2007 Apr 1,4/1/07,"Youssef LA, Schuyler M, Gilmartin L, Pickett G, Bard JD, Tarleton CA, Archibeque T, Qualls C, Wilson BS, Oliver JM",J Immunol,2,6.068,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17372020,0,,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Apr 1,4/1/07,"Boniface K, Diveu C, Morel F, Pedretti N, Froger J, Ravon E, Garcia M, Venereau E, Preisser L, Guignouard E, Guillet G, Dagregorio G, Moles JP, Yssel H, Chevalier S, Bernard FX, Gascan H, Lecron JC",J Immunol,4,6.068,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17404297,0,,0,0,0,0,,1,1,0,0,0,0,0,0,1,2007 Apr 15,4/1/07,"Pedemonte N, Caci E, Sondo E, Caputo A, Rhoden K, Pfeffer U, Di Candia M, Bandettini R, Ravazzolo R, Galietta LJ",J Immunol,1,6.068,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17261596,0,,0,0,0,0,,0,0,0,1,0,0,0,0,1,2007 Apr,4/1/07,"Matsuo T, Otsubo Y, Urano J, Tamanoi F, Yamamoto M",Mol Cell Biol,6,6.42,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17234717,0,,0,0,0,0,,1,1,0,0,0,0,0,0,0,2007 Apr,4/1/07,"Rodrigues AJ, Coppola G, Santos C, Costa Mdo C, Ailion M, Sequeiros J, Geschwind DH, Maciel P",FASEB J,1,6.791,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17409425,0,,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Apr 1,4/1/07,"Kumar SM, Yu H, Edwards R, Chen L, Kazianis S, Brafford P, Acs G, Herlyn M, Xu X",Cancer Res,3,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17409444,0,,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Apr 1,4/1/07,"Cui H, Darmanin S, Natsuisaka M, Kondo T, Asaka M, Shindoh M, Higashino F, Hamuro J, Okada F, Kobayashi M, Nakagawa K, Koide H, Kobayashi M",Cancer Res,0,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17409456,0,,0,0,0,0,,1,0,0,0,0,0,0,0,1,2007 Apr 1,4/1/07,"Alonso SR, Tracey L, Ortiz P, Palacios J, Linares J, Serrano S, Pajares R, Artiga MJ, Piris MA",Cancer Res,5,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17440055,0,,0,0,0,0,,0,1,1,0,0,0,0,0,1,2007 Apr 15,4/1/07,"Wang W, Wyckoff JB, Goswami S, Wang Y, Sidani M, Segall JE, Condeelis JS",Cancer Res,4,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17440082,0,,0,0,0,0,,0,1,1,0,0,0,0,0,1,2007 Apr 15,4/1/07,"Wang Y, Thakur A, Sun Y, Wu J, Biliran H, Bollig A, Liao DJ",Cancer Res,0,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17440099,0,,0,0,0,0,,1,1,1,0,0,0,0,1,1,2007 Apr 15,4/1/07,"Tsai MH, Cook JA, Chandramouli GV, DeGraff W, Yan H, Zhao S, Coleman CN, Mitchell JB, Chuang EY",Cancer Res,2,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17440110,0,,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Apr 15,4/1/07,"Miki Y, Suzuki T, Tazawa C, Yamaguchi Y, Kitada K, Honma S, Moriya T, Hirakawa H, Evans DB, Hayashi S, Ohuchi N, Sasano H",Cancer Res,2,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17389401,0,,0,0,0,0,,1,1,1,0,0,0,0,1,1,2007 Apr 3,4/1/07,"Bhatt AS, Welm A, Farady CJ, Wilson K, Craik CS",Proc Natl Acad Sci U S A,1,9.598,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17428923,0,,0,0,0,0,,1,1,0,0,0,0,0,1,0,2007 Apr 17,4/1/07,"Carter PH, Liu RQ, Foster WR, Tamasi JA, Tebben AJ, Favata M, Staal A, Cvijic ME, French MH, Dell V, Apanovitch D, Lei M, Zhao Q, Cunningham M, Decicco CP, Trzaskos JM, Feyen JH",Proc Natl Acad Sci U S A,0,9.598,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
